index,term,polarity,termFrom,termTo,context
992,micheal jackson,0,73,88,something else . i mean he could be pissed off because i said shit about micheal jackson or anything . it might not be about you
993,britney spears,2,38,52,ella eer tuduuh * -- * i love so much britney spears * - *
994,oprah winfrey,1,84,97,news The cost of living : Oprah beneficiary laments drug delay : HE was the face of oprah winfrey 's Aust ... . sydney
995,justin bieber,0,63,76,I just took '' '' Rape is n't good ... mostly if it 's done by justin bieber '' WARNING : Very Expli ... '' and got : Part Six ! Try it : .
996,ipod,1,44,48,my boss do n't know i 've been jammiin 2 my ipod all day and my headfonesz are green ... stupid fat bastard lol
997,britney spears,1,14,28,britneyspears britney spears ' s new single -3 ' debuts at 1 : video : congratulations are in order . .
998,jimmy fallon,0,0,12,jimmy fallon is n't funny and never will be
999,google wave,2,55,66,i get excited everytime i get an email thinking its my google wave invite ... then i 'm depressed to see its only junk
1000,britney spears,1,81,95,"okay so it was the most intense day ever ... ha , , , song of the day - lucky by britney spears"
1001,madonna,1,89,96,70/80s dance tonight at my daughter 's elementary school :--RRB- Totally rocking my best madonna gear :--RRB- Pictures to be posted later ...
1002,harry potter,0,61,73,LizLovesSVU i 'm going back and forth between mean girls and harry potter . bitches and dementors !
1003,lady gaga,2,0,9,lady gaga love you
1004,steve jobs,1,20,30,How to present like steve jobs -LRB- via GuyKawasaki -RRB- fb
1005,britney spears,1,40,54,holy water . 4 drunks . plus sober me . britney spears . not good .
1006,windows 7,2,18,27,amazing clock for windows 7
1007,tiger woods,1,85,96,No matter how good you get you can always get better and that 's the exciting part - tiger woods
1008,lindsay lohan,1,32,45,ha yuh i guess . i get to stalk lindsay lohan so cool ha too bad bob marley dead im a follower pa naman . tom oki ! text text !
1009,obama,0,82,87,"John Boehner , the Republican speaker of the House of Represenatives , criticized obama in a letter yesterday -LRB- continued -RRB- Lybia US"
1010,iphone,2,35,41,good read on any potential verizon iphone deal and cell technology
1011,psp,1,21,24,does anyone know the psp cheat 4 spider-man 2 for infinity web ? cant find it so im losing
1012,wii,1,68,71,exclusive see call of duty 4 : modern warfare reflex footage on the wii before activision takes it down go go go ! lol
1013,johnmayer,0,113,122,"getting ready to post the latest from charlsieniemiec - it 's excellent , as always , but we need to work on her johnmayer problem ..."
1014,justin timberlake,2,20,37,Brittney Spears and justin timberlake were so cute together !
1015,sarah palin,1,51,62,I wish Amazon.com would n't glorify Glenn Beck and sarah palin . Go away GOP . You 're not wanted .
1016,barack obama,1,50,62,"t r you t h o you t | An Open Letter to President barack obama : Dear President Obama : Afghanistan is the good war , . ."
1017,george bush,0,0,11,george bush had effectively set the us back by 16 years -LRB- 8 years x 2 dumb strength factor lol . .
1018,justin bieber,2,0,13,justin bieber spelt alot ring :] I learned in grd 3 that it was spelt with 2 words ;-RRB- a lot
1019,jimmy carter,1,53,65,hahaha '' because he 's black '' '' whats wrong with jimmy carter ? ''
1020,ipad,0,50,54,AmbarBh Apple Survey - All Apple products Stink ? ipad sucks ? mac .
1021,xbox,2,64,68,"wow , awesome deal . thanks ! -LRB- -LRB- been wanting a second xbox for a bit now , lol -RRB- -RRB-"
1022,madonna,1,30,37,Guy Ritchie breaks silence on madonna : ' I still love her but she 's retarded ' ~ 7qr
1023,britney spears,1,50,64,"2009 hottest artists ft . flo rida , katy perry , britney spears , lady gag together -"
1024,russell brand,0,22,35,"Headline of the day : russell brand Talks Doing Heroin , Katy Perry -LRB- via HuffingtonPost -RRB-"
1025,justin bieber,2,55,68,"follow ------------------ >> justinbiebeirr for DMs to justin bieber , jaden and willow smith . tell me when u follow her = -RRB-"
1026,harry potter,1,126,138,Relieved to know Lattie Coor will be the '' keeper of the vision '' for The Arizona We Want Institute . Sounds like a job for harry potter .
1027,harry potter,1,90,102,Got New Moon tickets yesterday for my sister 's birthday ! Now I know how the Star Wars & harry potter groupies feel like : -RRB-
1028,justin bieber,2,21,34,I just took '' Would justin bieber and you make a good couple ? '' and got : Perfect Couple ! Try it : .
1029,britney spears,1,25,39,the unlikely tale of how britney spears got back on track after . .
1030,hilary swank,1,72,84,"come to our eagan location mon 10/19 5-7pm to celebrate amelia starring hilary swank , enjoy extended happy hour and much more , goodbye there : -RRB-"
1031,russell brand,0,33,46,Is it weird that I 'm jealous of russell brand 's curls ? There just so nice and natural
1032,lady gaga,2,9,18,I remade lady gaga 's '' Born this way '' instrumental . let me know if i did a good job ! : -RRB-
1033,wii,1,105,108,"i have been trying all week , but keep playing with my new phone . to make things worse lizwood bought a wii yesterday ..."
1034,hilary swank,0,22,34,damn it all . is this hilary swank ' s crappy film time or her oscar film time ? icantremember amelia
1035,windows 7,2,28,37,spc09 try psr . exe on your windows 7 machine - it is awesome
1036,kindle,1,122,128,"well , i do believe we have broken the record this year in how quickly we can debase the secrecy element of familial kris kindle . 2 days ."
1037,psp,1,50,53,re-watched sirius 's death with my brother on his psp while testing if youtube actually works . it made me miss the good ol ' days .
1038,barack obama,2,49,61,Obots think Jon Stewart is a real newscaster and barack obama is a real president p2 tcot
1039,lindsay lohan,1,93,106,emm no - i did n't ! she is always insulting sam and it would be good if she would n't write lindsay lohan
1040,madonna,1,93,100,"Behave Bitches ! '' bitch , you better stop interrupting us . '' '' Respect '' '' Respect '' madonna and Lady gag on SNL -LRB- ABSOLUTELY AMAZING -RRB- x"
1041,sarah palin,0,41,52,Althouse : Am I really as interesting as sarah palin ' s womb ?
1042,britney spears,2,32,46,ha ! love nickel creek cover of britney spears song '' toxic '' :-RRB- : ha ! love nickel creek cover of britney spears so . .
1043,xbox,1,31,35,thinks twitter and facebook on xbox live is going to boost the little controller keyboard sells .
1044,wii,1,42,45,saving all the work for later . . playing wii sports challenge with my teens . i 'm the champ in wii bowling . . lol
1045,obama,0,0,5,"obama lacks management to shiver Yucca site , justice told : WASHINGTON WASHINGTON-Lawyers for Washington state an ... ."
1046,lindsay lohan,2,12,25,main i miss lindsay lohan as i look back in the old ` magazines
1047,harry potter,1,42,54,I won the Keen Flyer Badge achievement in harry potter and The Half-Blood Prince for 29 trueachievement points
1048,harry potter,1,61,73,i love robert pattinson . . always have ^_^ < 3 loved him in harry potter =D sexy !
1049,britney spears,0,9,23,damn you britney spears for making such catchy songs ...
1050,windows 7,2,58,67,a gateway with the same specs as yours for less money and windows 7 . ha .
1051,lakers,1,36,42,1bigant man blake was coming to the lakers all along and fuck shasa lol
1052,hillary clinton,1,0,15,hillary clinton the latest to condemn Guinea soldiers for firing on crowds & raping women in a crackdown on a rally
1053,lakers,2,0,6,lakers I love my lakers
1054,wii,1,106,109,cooda yay !! in bed tweeting rocks !!! thank you sooo much for fitting it ! - nice one cooda now get your wii online louvallis
1055,maradona,1,4,12,Now maradona ' is men need a result in Uruguay on Wednesday . He may yet get out of this mess he 's created
1056,lindsay lohan,0,0,13,"lindsay lohan is stealing again celebrity news , celebrity gossip ..."
1057,lady gaga,2,25,34,I love justin bieber and lady gaga justin bieber is so good at singing and lady gaga is so pretty and really cool like justin bieber
1058,kindle,1,9,15,thinking kindle 2 has it over the book reader but the lack of external storage on the kindle actively pisses me off firstworldproblems
1059,hilary swank,1,50,62,glamorous celeb : the best dressed of the day was hilary swank the oscar winning actress in a white elie saab couture gown
1060,john boehner,0,0,12,"john boehner No Compriomise , is the Big asshole that you R you made your Bed , now have to lay in that bed . this is why I say you R a Dumb ass LMAO LMAO"
1061,windows 7,2,29,38,just for the record - i love windows 7 and still hate olives . justsayin
1062,windows 7,1,41,50,"nope , just real world stats . the ' ... windows 7 cooks on an hp z800 workstation . . '' you have any link pointing to the story ?"
1063,steve jobs,1,41,51,"news . ycombinato ... : With advice from steve jobs , Disney plans overhaul of mall stores -"
1064,george bush,0,35,46,obama gets a nobel peace prize and george bush is still and idiot
1065,alicia keys,2,68,79,"i love that my dads a fan of Melannie Fiona , Jennifer Hudson , and alicia keys :D ha"
1066,harry potter,1,15,27,RT if you love harry potter < 3
1067,britney spears,1,12,26,"Holy Shit , britney spears AND Enrique ??? My 15 year old self is freaking out ."
1068,lakers,0,29,35,RT inibbleonclits : Fuck the lakers LOL . . Teamceltics -- Aye Legggo But TeamHeat
1069,britney spears,2,61,75,wow spend the whole day listening to '' overprotective '' by britney spears < 3
1070,sarah palin,1,3,14,So sarah palin ' s daughter 's baby daddy is going to pose for Playgirl . Look like someone is trying to hold onto their 15 minutes of fame .
1071,xbox,1,35,39,"was that your voice advertising an xbox for tesco ? somehow , it just did not seem right ! ca n't imagine you liking an xbox ."
1072,obama,0,0,5,"obama , you watching EU deal with debt crisis ? Doubt they will b much use with Libya despite radiating confidence of Sarkozy . All hat & no cattle"
1073,google,2,7,13,whoa . google Chrome . I think I may have found my new true love . google
1074,britney spears,1,6,20,these britney spears giving head videos are funny and annoying at the same time .
1075,xbox,1,90,94,"real talk ... . . yankeesgod2622 is singing taylor swift , on the microphone . we playing xbox this dude , swinging taylor swift . . wtf !"
1076,lindsay lohan,2,0,13,lindsay lohan i love you .
1077,xbox,1,10,14,microsoft xbox 360 premium edition game console : us $ 80.00 -LRB- 0 bid -RRB- end date : thursday nov-05-2009 17:59:56 pst . .
1078,xbox,1,0,4,xbox live : iamthebull5 is currently online . playing rock band 2 . guitar practicegetting ready to rock . -LRB- xbox live nation -RRB-
1079,harry potter,0,7,19,i hate harry potter and wish he would just die already !
1080,windows 7,2,28,37,"so far , i 'm really liking windows 7 . it 's quite a jump from experience , but it 's really slick , quick , and shiny ."
1081,lindsay lohan,1,22,35,"excuses , excuses ... lindsay lohan is too goofy . well see if her next line proves if she 's really talented ."
1082,barack obama,1,50,62,Blackberries r like George Bush ... phones r like barack obama
1083,kindle,2,73,79,. i read comics on my phone . i downioaded st 09 countdown . i brought a kindle in september and really like it for novels .
1084,lakers,1,19,25,"RT DodgerPaul : RT lakers : Dr. Love Yonni Barrios was greeted by his mistress . They are offering him a telenovela Dos Mujeres , you ..."
1085,lady gaga,1,23,32,chussel have it say to lady gaga love tour little monster Ashleigh please help me . Does that sound okay ?
