index,term,polarity,termFrom,termTo,context
689,screen hinges,0,95,108,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.
690,BATTERY,0,30,37,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.
691,SERVICE,0,140,147,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.
692,storage,2,14,21,and plenty of storage with 250 gb(though I will upgrade this and the ram..)
693,ram,1,69,72,and plenty of storage with 250 gb(though I will upgrade this and the ram..)
694,Nvidia chipset,0,101,115,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair."
695,extended warranty,1,83,100,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.
696,Programs,0,0,8,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me."
697,CHARGE TIME,0,30,41,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS
698,size,0,21,25,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems."
699,consistancy,0,30,41,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems."
700,key bindings,0,4,16,"the key bindings take a little getting used to, but have loved the Macbook Pro."
701,Keyboard,2,0,8,Keyboard is reasonable size.
702,size,2,23,27,Keyboard is reasonable size.
703,10-key,2,24,30,I find myself using the 10-key more than I thought I would.
704,Fan,0,0,3,Fan noise: The fan made a constant hissing noise in the background.
705,fan,0,15,18,Fan noise: The fan made a constant hissing noise in the background.
706,screen,2,4,10,"The screen is bright and clear, the operating system is solid and friendly to a novice."
707,operating system,2,36,52,"The screen is bright and clear, the operating system is solid and friendly to a novice."
708,processor,2,23,32,It has a .1 ghz faster processor and a stock 500gb hard drive.
709,500gb hard drive,2,45,61,It has a .1 ghz faster processor and a stock 500gb hard drive.
710,feature,2,4,11,The feature are good enough for what I need.
711,tech support,0,38,50,"Finally, the biggest problem has been tech support."
712,USB output,0,92,102,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output."
713,wireless mouse,1,23,37,With Windows laptops a wireless mouse is an absolute must.
714,size,2,57,61,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
715,screen,2,74,80,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
716,Windows,1,14,21,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
717,Linux,1,22,27,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
718,windows disc,1,54,66,But if you're willing to pay another 200 dollar for a windows disc.
719,quality,2,10,17,Very good quality and well made.
720,touchpad,2,86,94,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time."
721,video card,1,102,112,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.
722,set up,2,21,27,It was super easy to set up and Is really easy to get used to.
723,video,0,42,47,"The only thing that can be updated is the video, other than that you're all set."
724,value,2,26,31,Its a good laptop for its value.
725,hard drive,0,9,19,Then the hard drive failed;
726,runs,2,29,33,"Plain and simple, it(laptop) runs great and loads fast."
727,loads,2,44,49,"Plain and simple, it(laptop) runs great and loads fast."
728,warranty,1,13,21,of course my warranty runs out next month.
729,program,2,28,35,The capabilities using that program alone made me want a Mac.
730,disk throughput,1,124,139,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero."
731,spinning beachball,0,21,39,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero."
732,wireless internet access,2,56,80,"I have found also, it is very easy to be able to access wireless internet access;"
733,value,2,16,21,This is a great value for the money.
734,ran,2,23,26,"It was a great laptop, ran great and was really fast."
735,battery,0,4,11,The battery has never worked well.
736,screen resolutions,0,30,48,The only problem is a lack of screen resolutions!
737,carry,2,54,59,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips."
738,keyboard,0,14,22,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.
739,programs,2,18,26,"It has many great programs, such as ILife, iPhotos and others."
740,ILife,2,36,41,"It has many great programs, such as ILife, iPhotos and others."
741,iPhotos,2,43,50,"It has many great programs, such as ILife, iPhotos and others."
742,processor,0,4,13,"The processor went on me, the fan went and the motherboard went."
743,fan,0,30,33,"The processor went on me, the fan went and the motherboard went."
744,motherboard,0,47,58,"The processor went on me, the fan went and the motherboard went."
745,performance,2,59,70,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.
746,screen resolution,2,4,21,The screen resolution was exactly what I was looking for.
747,Snow Leopard,2,26,38,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel."
